timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1545054726498,17,Get Página Inicial-6,200,OK,Thread Group 1-12,text,true,,33646,449,100,100,https://homologacao.ufms.br/siscad/js/vendor/jquery-1.11.3.min.js,15,0,0
1545054726515,6,Get Página Inicial-7,200,OK,Thread Group 1-12,text,true,,9904,445,100,100,https://homologacao.ufms.br/siscad/js/vendor/bootstrap.min.js,6,0,0
1545054726521,8,Get Página Inicial-8,200,OK,Thread Group 1-12,text,true,,3118,432,100,100,https://homologacao.ufms.br/siscad/js/wow.min.js,8,0,0
1545054726529,3,Get Página Inicial-9,200,OK,Thread Group 1-12,text,true,,766,430,100,100,https://homologacao.ufms.br/siscad/js/login.js,3,0,0
1545054726532,3,Get Página Inicial-10,200,OK,Thread Group 1-12,text,true,,2859,437,100,100,https://homologacao.ufms.br/siscad/js/build/vendor.js,3,0,0
1545054726535,44,Get Página Inicial-11,200,OK,Thread Group 1-12,text,true,,854,418,100,100,https://cdn.ufms.br/homologacao.js,44,0,41
1545054726579,246,Get Página Inicial-12,200,OK,Thread Group 1-12,text,true,,33060,440,100,100,https://www.googletagmanager.com/gtag/js?id=UA-1179462-5,212,0,137
1545054726826,3,Get Página Inicial-13,200,OK,Thread Group 1-12,bin,true,,22975,432,100,100,https://homologacao.ufms.br/siscad/img/logo2.png,3,0,0
1545054725298,1572,Get Página Inicial,200,OK,Thread Group 1-14,text,true,,144608,6622,100,100,https://homologacao.ufms.br/siscad/,290,0,237
1545054725298,290,Get Página Inicial-0,200,OK,Thread Group 1-14,text,true,,2880,419,100,100,https://homologacao.ufms.br/siscad/,290,0,237
1545054725589,346,Get Página Inicial-1,200,OK,Thread Group 1-14,text,true,,1175,498,100,100,"https://fonts.googleapis.com/css?family=Lato:100italic,100,300italic,300,400italic,400,700italic,700,900italic,900",346,0,215
1545054725936,92,Get Página Inicial-2,200,OK,Thread Group 1-14,text,true,,21882,886,100,100,https://homologacao.ufms.br/siscad/css/vendor/bootstrap.min.css,14,0,0
1545054726028,3,Get Página Inicial-3,200,OK,Thread Group 1-14,text,true,,1680,436,100,100,https://homologacao.ufms.br/siscad/css/new_login.css,3,0,0
1545054726031,10,Get Página Inicial-4,200,OK,Thread Group 1-14,text,true,,4301,434,100,100,https://homologacao.ufms.br/siscad/css/animate.css,10,0,0
1545054726042,505,Get Página Inicial-5,200,OK,Thread Group 1-14,text,true,,5760,466,100,100,https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.3.0/css/font-awesome.min.css,505,0,426
1545054726548,15,Get Página Inicial-6,200,OK,Thread Group 1-14,text,true,,33646,449,100,100,https://homologacao.ufms.br/siscad/js/vendor/jquery-1.11.3.min.js,12,0,0
1545054726563,6,Get Página Inicial-7,200,OK,Thread Group 1-14,text,true,,9904,445,100,100,https://homologacao.ufms.br/siscad/js/vendor/bootstrap.min.js,5,0,0
1545054726569,3,Get Página Inicial-8,200,OK,Thread Group 1-14,text,true,,3118,432,100,100,https://homologacao.ufms.br/siscad/js/wow.min.js,3,0,0
1545054726572,2,Get Página Inicial-9,200,OK,Thread Group 1-14,text,true,,766,430,100,100,https://homologacao.ufms.br/siscad/js/login.js,2,0,0
1545054726574,11,Get Página Inicial-10,200,OK,Thread Group 1-14,text,true,,2859,437,100,100,https://homologacao.ufms.br/siscad/js/build/vendor.js,11,0,0
1545054726586,36,Get Página Inicial-11,200,OK,Thread Group 1-14,text,true,,854,418,100,100,https://cdn.ufms.br/homologacao.js,36,0,18
1545054726623,243,Get Página Inicial-12,200,OK,Thread Group 1-14,text,true,,32808,440,100,100,https://www.googletagmanager.com/gtag/js?id=UA-1179462-5,208,0,133
1545054726866,4,Get Página Inicial-13,200,OK,Thread Group 1-14,bin,true,,22975,432,100,100,https://homologacao.ufms.br/siscad/img/logo2.png,4,0,0
1545054725138,1796,Get Página Inicial,200,OK,Thread Group 1-4,text,true,,144997,6622,100,100,https://homologacao.ufms.br/siscad/,430,0,407
1545054725138,430,Get Página Inicial-0,200,OK,Thread Group 1-4,text,true,,2880,419,100,100,https://homologacao.ufms.br/siscad/,430,0,407
1545054725569,454,Get Página Inicial-1,200,OK,Thread Group 1-4,text,true,,1175,498,100,100,"https://fonts.googleapis.com/css?family=Lato:100italic,100,300italic,300,400italic,400,700italic,700,900italic,900",454,0,356
1545054726024,88,Get Página Inicial-2,200,OK,Thread Group 1-4,text,true,,21882,886,100,100,https://homologacao.ufms.br/siscad/css/vendor/bootstrap.min.css,9,0,0
1545054726113,2,Get Página Inicial-3,200,OK,Thread Group 1-4,text,true,,1680,436,100,100,https://homologacao.ufms.br/siscad/css/new_login.css,2,0,0
1545054726115,6,Get Página Inicial-4,200,OK,Thread Group 1-4,text,true,,4301,434,100,100,https://homologacao.ufms.br/siscad/css/animate.css,6,0,0
1545054726122,482,Get Página Inicial-5,200,OK,Thread Group 1-4,text,true,,5760,466,100,100,https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.3.0/css/font-awesome.min.css,482,0,424
1545054726606,14,Get Página Inicial-6,200,OK,Thread Group 1-4,text,true,,33646,449,100,100,https://homologacao.ufms.br/siscad/js/vendor/jquery-1.11.3.min.js,13,0,0
1545054726621,5,Get Página Inicial-7,200,OK,Thread Group 1-4,text,true,,9904,445,100,100,https://homologacao.ufms.br/siscad/js/vendor/bootstrap.min.js,5,0,0
1545054726627,5,Get Página Inicial-8,200,OK,Thread Group 1-4,text,true,,3118,432,100,100,https://homologacao.ufms.br/siscad/js/wow.min.js,5,0,0
1545054726632,2,Get Página Inicial-9,200,OK,Thread Group 1-4,text,true,,766,430,100,100,https://homologacao.ufms.br/siscad/js/login.js,2,0,0
1545054726634,7,Get Página Inicial-10,200,OK,Thread Group 1-4,text,true,,2859,437,100,100,https://homologacao.ufms.br/siscad/js/build/vendor.js,7,0,0
1545054726642,31,Get Página Inicial-11,200,OK,Thread Group 1-4,text,true,,854,418,100,100,https://cdn.ufms.br/homologacao.js,31,0,28
1545054726673,256,Get Página Inicial-12,200,OK,Thread Group 1-4,text,true,,33197,440,100,100,https://www.googletagmanager.com/gtag/js?id=UA-1179462-5,221,0,147
1545054726930,4,Get Página Inicial-13,200,OK,Thread Group 1-4,bin,true,,22975,432,100,100,https://homologacao.ufms.br/siscad/img/logo2.png,4,0,0
