timeStamp;elapsed;label;responseCode;responseMessage;threadName;success;grpThreads;allThreads;URL;Latency;IdleTime;Connect
1,54E+12;6180;Post revisão de seleção;200;OK;Thread Group 1-179;true;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F4;304;0;0
1,54E+12;40316;Tentativa de Login;200;OK;Thread Group 1-88;false;195;195;https://homologacao.ufms.br/siscad/login;33953;0;1546
1,54E+12;6205;Post revisão de seleção;200;OK;Thread Group 1-177;true;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F4;227;0;0
1,54E+12;6275;POST dados básicos da matrícula;200;OK;Thread Group 1-8;true;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F2;214;0;0
1,54E+12;6180;Post revisão de seleção;200;OK;Thread Group 1-164;true;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F4;172;0;0
1,54E+12;6191;POST dados básicos da matrícula;200;OK;Thread Group 1-42;true;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F2;294;0;0
1,54E+12;6242;GET dados básicos da matrícula;200;OK;Thread Group 1-162;false;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F2;369;0;0
1,54E+12;40340;Tentativa de Login;200;OK;Thread Group 1-181;false;195;195;https://homologacao.ufms.br/siscad/login;33958;0;1824
1,54E+12;6220;Post seleção de disciplinas;200;OK;Thread Group 1-182;true;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F3;182;0;0
1,54E+12;6486;Post revisão de seleção;200;OK;Thread Group 1-73;true;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F4;105;0;0
1,54E+12;6224;Post seleção de disciplinas;200;OK;Thread Group 1-189;true;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F3;291;0;0
1,54E+12;40292;Tentativa de Login;200;OK;Thread Group 1-188;false;195;195;https://homologacao.ufms.br/siscad/login;33893;0;1782
1,54E+12;6219;Post seleção de disciplinas;200;OK;Thread Group 1-152;true;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F3;167;0;0
1,54E+12;6336;Post seleção de disciplinas;200;OK;Thread Group 1-3;true;195;195;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F3;162;0;0
1,54E+12;28164;Logout;200;OK;Thread Group 1-185;true;195;195;https://homologacao.ufms.br/siscad/;22765;0;0
1,54E+12;32717;Logout;200;OK;Thread Group 1-89;true;194;194;https://homologacao.ufms.br/siscad/;27288;0;0
1,54E+12;17570;Logout;200;OK;Thread Group 1-108;true;193;193;https://homologacao.ufms.br/siscad/;12150;0;0
1,54E+12;40364;Tentativa de Login;200;OK;Thread Group 1-178;false;192;192;https://homologacao.ufms.br/siscad/login;33886;0;1786
1,54E+12;6396;Post seleção de disciplinas;200;OK;Thread Group 1-156;true;192;192;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F3;194;0;0
1,54E+12;16890;Logout;200;OK;Thread Group 1-65;true;192;192;https://homologacao.ufms.br/siscad/;11440;0;0
1,54E+12;28291;Logout;200;OK;Thread Group 1-103;true;191;191;https://homologacao.ufms.br/siscad/;22785;0;0
1,54E+12;14006;Logout;200;OK;Thread Group 1-33;true;190;190;https://homologacao.ufms.br/siscad/;8571;0;0
1,54E+12;13934;Logout;200;OK;Thread Group 1-52;true;189;189;https://homologacao.ufms.br/siscad/;8488;0;0
1,54E+12;12067;Logout;200;OK;Thread Group 1-136;true;189;189;https://homologacao.ufms.br/siscad/;6618;0;0
1,54E+12;72039;Tentativa de Login;200;OK;Thread Group 1-95;false;188;188;https://homologacao.ufms.br/siscad/login;68317;0;31241
1,54E+12;15220;Logout;200;OK;Thread Group 1-198;true;187;187;https://homologacao.ufms.br/siscad/;9724;0;0
1,54E+12;16926;Logout;200;OK;Thread Group 1-197;true;186;186;https://homologacao.ufms.br/siscad/;11367;0;0
1,54E+12;40459;Tentativa de Login;200;OK;Thread Group 1-31;false;185;185;https://homologacao.ufms.br/siscad/login;36685;0;1762
1,54E+12;28519;Logout;200;OK;Thread Group 1-124;true;185;185;https://homologacao.ufms.br/siscad/;22751;0;0
1,54E+12;12717;Logout;200;OK;Thread Group 1-61;true;185;185;https://homologacao.ufms.br/siscad/;7045;0;0
1,54E+12;12469;Logout;200;OK;Thread Group 1-44;true;183;183;https://homologacao.ufms.br/siscad/;6781;0;0
1,54E+12;26555;Logout;200;OK;Thread Group 1-40;true;182;182;https://homologacao.ufms.br/siscad/;20799;0;0
1,54E+12;8328;Post revisão de seleção;200;OK;Thread Group 1-118;true;181;181;https://homologacao.ufms.br/siscad/matricula/2;231;0;0
1,54E+12;13650;Logout;200;OK;Thread Group 1-19;true;181;181;https://homologacao.ufms.br/siscad/;6832;0;0
1,54E+12;13760;Logout;200;OK;Thread Group 1-163;true;180;180;https://homologacao.ufms.br/siscad/;6770;0;0
1,54E+12;29854;Logout;200;OK;Thread Group 1-146;true;179;179;https://homologacao.ufms.br/siscad/;22821;0;0
1,54E+12;14036;Logout;200;OK;Thread Group 1-18;true;178;178;https://homologacao.ufms.br/siscad/;7037;0;0
1,54E+12;16034;Logout;200;OK;Thread Group 1-68;true;177;177;https://homologacao.ufms.br/siscad/;8978;0;0
1,54E+12;18658;Logout;200;OK;Thread Group 1-58;true;176;176;https://homologacao.ufms.br/siscad/;11506;0;0
1,54E+12;18017;Logout;200;OK;Thread Group 1-83;true;175;175;https://homologacao.ufms.br/siscad/;10865;0;0
1,54E+12;18981;Logout;200;OK;Thread Group 1-60;true;174;174;https://homologacao.ufms.br/siscad/;11822;0;0
1,54E+12;18182;Logout;200;OK;Thread Group 1-11;true;173;173;https://homologacao.ufms.br/siscad/;11032;0;0
1,54E+12;16821;Logout;200;OK;Thread Group 1-171;true;172;172;https://homologacao.ufms.br/siscad/;9683;0;0
1,54E+12;17850;Logout;200;OK;Thread Group 1-48;true;171;171;https://homologacao.ufms.br/siscad/;10707;0;0
1,54E+12;27995;Logout;200;OK;Thread Group 1-67;true;170;170;https://homologacao.ufms.br/siscad/;20719;0;0
1,54E+12;27900;Logout;200;OK;Thread Group 1-102;true;169;169;https://homologacao.ufms.br/siscad/;20652;0;0
1,54E+12;14424;Logout;200;OK;Thread Group 1-53;true;168;168;https://homologacao.ufms.br/siscad/;7244;0;0
1,54E+12;14031;Logout;200;OK;Thread Group 1-104;true;167;167;https://homologacao.ufms.br/siscad/;6740;0;0
1,54E+12;30132;Logout;200;OK;Thread Group 1-90;true;166;166;https://homologacao.ufms.br/siscad/;22782;0;0
1,54E+12;14559;Logout;200;OK;Thread Group 1-66;true;165;165;https://homologacao.ufms.br/siscad/;7265;0;0
